country,crop,year,yield_hg_ha,rain_mm,pesticides_t,temp_c,gdp_tier
Algeria,Maize,1990,16500,89,1828.92,17.48,Middle
Algeria,Potatoes,1990,78936,89,1828.92,17.48,Middle
Algeria,"Rice, paddy",1990,28000,89,1828.92,17.48,Middle
Algeria,Wheat,1990,6315,89,1828.92,17.48,Middle
Algeria,Maize,1991,19231,89,2461.8,16.26,Middle
Algeria,Potatoes,1991,90747,89,2461.8,16.26,Middle
Algeria,"Rice, paddy",1991,26786,89,2461.8,16.26,Middle
Algeria,Wheat,1991,10809,89,2461.8,16.26,Middle
Algeria,Maize,1992,22828,89,1215.47,16.27,Middle
Algeria,Potatoes,1992,107917,89,1215.47,16.27,Middle
Algeria,"Rice, paddy",1992,24733,89,1215.47,16.27,Middle
Algeria,Wheat,1992,9939,89,1215.47,16.27,Middle
Algeria,Maize,1993,12500,89,1021.89,17,Middle
Algeria,Potatoes,1993,111215,89,1021.89,17,Middle
Algeria,"Rice, paddy",1993,23111,89,1021.89,17,Middle
Algeria,Wheat,1993,8097,89,1021.89,17,Middle
Algeria,Maize,1994,4512,89,1255.02,17.88,Middle
Algeria,Potatoes,1994,95078,89,1255.02,17.88,Middle
Algeria,"Rice, paddy",1994,21374,89,1255.02,17.88,Middle
Algeria,Wheat,1994,7999,89,1255.02,17.88,Middle
Algeria,Maize,1995,16115,89,2697.09,17.36,Middle
Algeria,Potatoes,1995,136768,89,2697.09,17.36,Middle
Algeria,"Rice, paddy",1995,19598,89,2697.09,17.36,Middle
Algeria,Wheat,1995,8924,89,2697.09,17.36,Middle
Algeria,Maize,1996,17154,89,479.77,16.76,Middle
Algeria,Potatoes,1996,134629,89,479.77,16.76,Middle
Algeria,"Rice, paddy",1996,17861,89,479.77,16.76,Middle
Algeria,Wheat,1996,13090,89,479.77,16.76,Middle
Algeria,Maize,1997,21417,89,401.22,17.84,Middle
Algeria,Potatoes,1997,141042,89,401.22,17.84,Middle
Algeria,"Rice, paddy",1997,15000,89,401.22,17.84,Middle
Algeria,Wheat,1997,8016,89,401.22,17.84,Middle
Algeria,Maize,1998,17222,89,322.84,17.14,Middle
Algeria,Potatoes,1998,160256,89,322.84,17.14,Middle
Algeria,"Rice, paddy",1998,15000,89,322.84,17.14,Middle
Algeria,Wheat,1998,8847,89,322.84,17.14,Middle
Algeria,Maize,1999,22375,89,654.45,17.97,Middle
Algeria,Potatoes,1999,153532,89,654.45,17.97,Middle
Algeria,"Rice, paddy",1999,13942,89,654.45,17.97,Middle
Algeria,Wheat,1999,10711,89,654.45,17.97,Middle
Algeria,Maize,2000,36186,89,603.67,17.9,Middle
Algeria,Potatoes,2000,166143,89,603.67,17.9,Middle
Algeria,"Rice, paddy",2000,13052,89,603.67,17.9,Middle
Algeria,Wheat,2000,9194,89,603.67,17.9,Middle
Algeria,Maize,2001,27175,89,710.11,18.13,Middle
Algeria,Potatoes,2001,147018,89,710.11,18.13,Middle
Algeria,"Rice, paddy",2001,12314,89,710.11,18.13,Middle
Algeria,Wheat,2001,11104,89,710.11,18.13,Middle
Algeria,Maize,2002,33480,89,816.55,17.85,Middle
Algeria,Potatoes,2002,183774,89,816.55,17.85,Middle
Algeria,"Rice, paddy",2002,12959,89,816.55,17.85,Middle
Algeria,Wheat,2002,10739,89,816.55,17.85,Middle
Algeria,Maize,2004,31729,89,3747.86,17.38,Middle
Algeria,Potatoes,2004,203585,89,3747.86,17.38,Middle
Algeria,"Rice, paddy",2004,12829,89,3747.86,17.38,Middle
Algeria,Wheat,2004,13582,89,3747.86,17.38,Middle
Algeria,Maize,2005,33864,89,3662.87,17.19,Middle
Algeria,Potatoes,2005,216267,89,3662.87,17.19,Middle
Algeria,"Rice, paddy",2005,12998,89,3662.87,17.19,Middle
Algeria,Wheat,2005,15057,89,3662.87,17.19,Middle
Algeria,Maize,2006,65668,89,4110.72,18.13,Middle
Algeria,Potatoes,2006,220689,89,4110.72,18.13,Middle
Algeria,"Rice, paddy",2006,12769,89,4110.72,18.13,Middle
Algeria,Wheat,2006,15068,89,4110.72,18.13,Middle
Algeria,Maize,2007,85625,89,5390.79,17.42,Middle
Algeria,Potatoes,2007,189927,89,5390.79,17.42,Middle
Algeria,"Rice, paddy",2007,13375,89,5390.79,17.42,Middle
Algeria,Wheat,2007,12742,89,5390.79,17.42,Middle
Algeria,Maize,2008,44714,89,11556.12,17.55,Middle
Algeria,Potatoes,2008,236393,89,11556.12,17.55,Middle
Algeria,"Rice, paddy",2008,13952,89,11556.12,17.55,Middle
Algeria,Wheat,2008,11038,89,11556.12,17.55,Middle
Algeria,Maize,2009,30914,89,3867.99,17.78,Middle
Algeria,Potatoes,2009,250764,89,3867.99,17.78,Middle
Algeria,"Rice, paddy",2009,14594,89,3867.99,17.78,Middle
Algeria,Wheat,2009,15975,89,3867.99,17.78,Middle
Algeria,Maize,2010,25827,89,1295.88,17.59,Middle
Algeria,Potatoes,2010,270526,89,1295.88,17.59,Middle
Algeria,"Rice, paddy",2010,15305,89,1295.88,17.59,Middle
Algeria,Wheat,2010,14838,89,1295.88,17.59,Middle
Algeria,Maize,2011,23374,89,13861.76,17.79,Middle
Algeria,Potatoes,2011,292806,89,13861.76,17.79,Middle
Algeria,"Rice, paddy",2011,16081,89,13861.76,17.79,Middle
Algeria,Wheat,2011,17405,89,13861.76,17.79,Middle
Algeria,Maize,2012,25583,89,17379.76,17.91,Middle
Algeria,Potatoes,2012,304291,89,17379.76,17.91,Middle
Algeria,"Rice, paddy",2012,16667,89,17379.76,17.91,Middle
Algeria,Wheat,2012,17639,89,17379.76,17.91,Middle
Algeria,Maize,2013,33649,89,17278.65,17.65,Middle
Algeria,Potatoes,2013,303218,89,17278.65,17.65,Middle
Algeria,"Rice, paddy",2013,17778,89,17278.65,17.65,Middle
Algeria,Wheat,2013,19100,89,17278.65,17.65,Middle
Angola,Maize,1990,2736,1010,64,24.12,Low
Angola,Potatoes,1990,40000,1010,64,24.12,Low
Angola,"Rice, paddy",1990,9512,1010,64,24.12,Low
Angola,Wheat,1990,7995,1010,64,24.12,Low
Angola,Maize,1991,4013,1010,79,24.02,Low
Angola,Potatoes,1991,40000,1010,79,24.02,Low
Angola,"Rice, paddy",1991,10000,1010,79,24.02,Low
Angola,Wheat,1991,8000,1010,79,24.02,Low
Angola,Maize,1992,3778,1010,23,23.96,Low
Angola,Potatoes,1992,40000,1010,23,23.96,Low
Angola,"Rice, paddy",1992,9106,1010,23,23.96,Low
Angola,Wheat,1992,8000,1010,23,23.96,Low
Angola,Maize,1993,2627,1010,169,24.15,Low
Angola,Potatoes,1993,70000,1010,169,24.15,Low
Angola,"Rice, paddy",1993,8000,1010,169,24.15,Low
Angola,Wheat,1993,8876,1010,169,24.15,Low
Angola,Maize,1994,2463,1010,25.5,24.04,Low
Angola,Potatoes,1994,90000,1010,25.5,24.04,Low
Angola,"Rice, paddy",1994,8750,1010,25.5,24.04,Low
Angola,Wheat,1994,10000,1010,25.5,24.04,Low
Angola,Maize,1995,3517,1010,336,24.56,Low
Angola,Potatoes,1995,76738,1010,336,24.56,Low
Angola,"Rice, paddy",1995,14615,1010,336,24.56,Low
Angola,Wheat,1995,11855,1010,336,24.56,Low
Angola,Maize,1996,6993,1010,40,24.11,Low
Angola,Potatoes,1996,70000,1010,40,24.11,Low
Angola,"Rice, paddy",1996,17500,1010,40,24.11,Low
Angola,Wheat,1996,13738,1010,40,24.11,Low
Angola,Maize,1997,5959,1010,40,24.06,Low
Angola,Potatoes,1997,68571,1010,40,24.06,Low
Angola,"Rice, paddy",1997,20000,1010,40,24.06,Low
Angola,Wheat,1997,15509,1010,40,24.06,Low
Angola,Maize,1998,7396,1010,40,24.96,Low
Angola,Potatoes,1998,62724,1010,40,24.96,Low
Angola,"Rice, paddy",1998,20000,1010,40,24.96,Low
Angola,Wheat,1998,17143,1010,40,24.96,Low
Angola,Maize,1999,6361,1010,40,24.37,Low
Angola,Potatoes,1999,54597,1010,40,24.37,Low
Angola,"Rice, paddy",1999,14235,1010,40,24.37,Low
Angola,Wheat,1999,17391,1010,40,24.37,Low
Angola,Maize,2000,5745,1010,40,24.41,Low
Angola,Potatoes,2000,29885,1010,40,24.41,Low
Angola,"Rice, paddy",2000,13454,1010,40,24.41,Low
Angola,Soybeans,2000,2333,1010,40,24.41,Low
Angola,Wheat,2000,17023,1010,40,24.41,Low
Angola,Maize,2001,5754,1010,40,24.43,Low
Angola,Potatoes,2001,42552,1010,40,24.43,Low
Angola,"Rice, paddy",2001,13701,1010,40,24.43,Low
Angola,Soybeans,2001,2500,1010,40,24.43,Low
Angola,Wheat,2001,16667,1010,40,24.43,Low
Angola,Maize,2002,6706,1010,40,24.79,Low
Angola,Potatoes,2002,42754,1010,40,24.79,Low
Angola,"Rice, paddy",2002,13198,1010,40,24.79,Low
Angola,Soybeans,2002,2857,1010,40,24.79,Low
Angola,Wheat,2002,15455,1010,40,24.79,Low
Angola,Maize,2004,5404,1010,40,24.22,Low
Angola,Potatoes,2004,20150,1010,40,24.22,Low
Angola,"Rice, paddy",2004,11584,1010,40,24.22,Low
Angola,Soybeans,2004,3600,1010,40,24.22,Low
Angola,Wheat,2004,12442,1010,40,24.22,Low
Angola,Maize,2005,6736,1010,40,24.41,Low
Angola,Potatoes,2005,23646,1010,40,24.41,Low
Angola,"Rice, paddy",2005,6977,1010,40,24.41,Low
Angola,Soybeans,2005,3793,1010,40,24.41,Low
Angola,Wheat,2005,10946,1010,40,24.41,Low
Angola,Maize,2006,4687,1010,40,24.14,Low
Angola,Potatoes,2006,52148,1010,40,24.14,Low
Angola,"Rice, paddy",2006,4947,1010,40,24.14,Low
Angola,Soybeans,2006,4286,1010,40,24.14,Low
Angola,Wheat,2006,10000,1010,40,24.14,Low
Angola,Maize,2007,5091,1010,40,24.24,Low
Angola,Potatoes,2007,62138,1010,40,24.24,Low
Angola,"Rice, paddy",2007,5143,1010,40,24.24,Low
Angola,Soybeans,2007,6883,1010,40,24.24,Low
Angola,Wheat,2007,10000,1010,40,24.24,Low
Angola,Maize,2008,7946,1010,40,24.27,Low
Angola,Potatoes,2008,85085,1010,40,24.27,Low
Angola,"Rice, paddy",2008,5084,1010,40,24.27,Low
Angola,Soybeans,2008,8575,1010,40,24.27,Low
Angola,Wheat,2008,10000,1010,40,24.27,Low
Angola,Maize,2009,6614,1010,40,24.33,Low
Angola,Potatoes,2009,86509,1010,40,24.33,Low
Angola,"Rice, paddy",2009,6028,1010,40,24.33,Low
Angola,Soybeans,2009,4449,1010,40,24.33,Low
Angola,Wheat,2009,10000,1010,40,24.33,Low
Angola,Maize,2010,7200,1010,40,24.44,Low
Angola,Potatoes,2010,87425,1010,40,24.44,Low
Angola,"Rice, paddy",2010,7403,1010,40,24.44,Low
Angola,Soybeans,2010,4446,1010,40,24.44,Low
Angola,Wheat,2010,10526,1010,40,24.44,Low
Angola,Maize,2011,7376,1010,40,24.15,Low
Angola,Potatoes,2011,81366,1010,40,24.15,Low
Angola,"Rice, paddy",2011,8914,1010,40,24.15,Low
Angola,Soybeans,2011,5294,1010,40,24.15,Low
Angola,Wheat,2011,10959,1010,40,24.15,Low
Angola,Maize,2012,7770,1010,40,24.24,Low
Angola,Potatoes,2012,69381,1010,40,24.24,Low
Angola,"Rice, paddy",2012,7703,1010,40,24.24,Low
Angola,Soybeans,2012,1641,1010,40,24.24,Low
Angola,Wheat,2012,11258,1010,40,24.24,Low
Angola,Maize,2013,9467,1010,40,24.55,Low
Angola,Potatoes,2013,63303,1010,40,24.55,Low
Angola,"Rice, paddy",2013,12744,1010,40,24.55,Low
Angola,Soybeans,2013,4405,1010,40,24.55,Low
Angola,Wheat,2013,9022,1010,40,24.55,Low
Argentina,Maize,1990,34608,591,26156,17.46,Middle
Argentina,Maize,1990,34608,591,26156,17.67,Middle
Argentina,Potatoes,1990,202747,591,26156,17.46,Middle
Argentina,Potatoes,1990,202747,591,26156,17.67,Middle
Argentina,"Rice, paddy",1990,36709,591,26156,17.46,Middle
Argentina,"Rice, paddy",1990,36709,591,26156,17.67,Middle
Argentina,Soybeans,1990,21566,591,26156,17.46,Middle
Argentina,Soybeans,1990,21566,591,26156,17.67,Middle
Argentina,Wheat,1990,18947,591,26156,17.46,Middle
Argentina,Wheat,1990,18947,591,26156,17.67,Middle
Argentina,Maize,1991,40444,591,26156,17.64,Middle
Argentina,Maize,1991,40444,591,26156,17.86,Middle
Argentina,Potatoes,1991,205692,591,26156,17.64,Middle
Argentina,Potatoes,1991,205692,591,26156,17.86,Middle
Argentina,"Rice, paddy",1991,40294,591,26156,17.64,Middle
Argentina,"Rice, paddy",1991,40294,591,26156,17.86,Middle
Argentina,Soybeans,1991,22750,591,26156,17.64,Middle
Argentina,Soybeans,1991,22750,591,26156,17.86,Middle
Argentina,Wheat,1991,18972,591,26156,17.64,Middle
Argentina,Wheat,1991,18972,591,26156,17.86,Middle
Argentina,Maize,1992,45237,591,26156,17.09,Middle
Argentina,Maize,1992,45237,591,26156,17.51,Middle
Argentina,Potatoes,1992,199039,591,26156,17.09,Middle
Argentina,Potatoes,1992,199039,591,26156,17.51,Middle
Argentina,"Rice, paddy",1992,52075,591,26156,17.09,Middle
Argentina,"Rice, paddy",1992,52075,591,26156,17.51,Middle
Argentina,Soybeans,1992,22915,591,26156,17.09,Middle
Argentina,Soybeans,1992,22915,591,26156,17.51,Middle
Argentina,Wheat,1992,21809,591,26156,17.09,Middle
Argentina,Wheat,1992,21809,591,26156,17.51,Middle
Argentina,Maize,1993,43552,591,26156,17.32,Middle
Argentina,Maize,1993,43552,591,26156,17.53,Middle
Argentina,Potatoes,1993,210314,591,26156,17.32,Middle
Argentina,Potatoes,1993,210314,591,26156,17.53,Middle
Argentina,"Rice, paddy",1993,43559,591,26156,17.32,Middle
Argentina,"Rice, paddy",1993,43559,591,26156,17.53,Middle
Argentina,Soybeans,1993,21589,591,26156,17.32,Middle
Argentina,Soybeans,1993,21589,591,26156,17.53,Middle
Argentina,Wheat,1993,23272,591,26156,17.32,Middle
Argentina,Wheat,1993,23272,591,26156,17.53,Middle
Argentina,Maize,1994,42371,591,30195,18.17,Middle
Argentina,Maize,1994,42371,591,30195,18.31,Middle
Argentina,Potatoes,1994,230166,591,30195,18.17,Middle
Argentina,Potatoes,1994,230166,591,30195,18.31,Middle
Argentina,"Rice, paddy",1994,42989,591,30195,18.17,Middle
Argentina,"Rice, paddy",1994,42989,591,30195,18.31,Middle
Argentina,Soybeans,1994,20386,591,30195,18.17,Middle
Argentina,Soybeans,1994,20386,591,30195,18.31,Middle
Argentina,Wheat,1994,20237,591,30195,18.17,Middle
Argentina,Wheat,1994,20237,591,30195,18.31,Middle
Argentina,Maize,1995,45223,591,37842,17.74,Middle
Argentina,Maize,1995,45223,591,37842,17.62,Middle
Argentina,Potatoes,1995,274272,591,37842,17.74,Middle
Argentina,Potatoes,1995,274272,591,37842,17.62,Middle
Argentina,"Rice, paddy",1995,50306,591,37842,17.74,Middle
Argentina,"Rice, paddy",1995,50306,591,37842,17.62,Middle
Argentina,Soybeans,1995,20446,591,37842,17.74,Middle
Argentina,Soybeans,1995,20446,591,37842,17.62,Middle
Argentina,Wheat,1995,21675,591,37842,17.74,Middle
Argentina,Wheat,1995,21675,591,37842,17.62,Middle
Argentina,Maize,1996,40397,591,54595,17.64,Middle
Argentina,Maize,1996,40397,591,54595,17.97,Middle
Argentina,Potatoes,1996,228877,591,54595,17.64,Middle
Argentina,Potatoes,1996,228877,591,54595,17.97,Middle
Argentina,"Rice, paddy",1996,51031,591,54595,17.64,Middle
Argentina,"Rice, paddy",1996,51031,591,54595,17.97,Middle
Argentina,Soybeans,1996,21051,591,54595,17.64,Middle
Argentina,Soybeans,1996,21051,591,54595,17.97,Middle
Argentina,Wheat,1996,19344,591,54595,17.64,Middle
Argentina,Wheat,1996,19344,591,54595,17.97,Middle
Argentina,Maize,1997,45557,591,77691,18.29,Middle
Argentina,Maize,1997,45557,591,77691,18.54,Middle
Argentina,Potatoes,1997,268502,591,77691,18.29,Middle
Argentina,Potatoes,1997,268502,591,77691,18.54,Middle
Argentina,"Rice, paddy",1997,53703,591,77691,18.29,Middle
Argentina,"Rice, paddy",1997,53703,591,77691,18.54,Middle
Argentina,Soybeans,1997,17212,591,77691,18.29,Middle
Argentina,Soybeans,1997,17212,591,77691,18.54,Middle
Argentina,Wheat,1997,22426,591,77691,18.29,Middle
Argentina,Wheat,1997,22426,591,77691,18.54,Middle
Argentina,Maize,1998,60780,591,62397,17.23,Middle
Argentina,Maize,1998,60780,591,62397,17.52,Middle
Argentina,Potatoes,1998,293744,591,62397,17.23,Middle
Argentina,Potatoes,1998,293744,591,62397,17.52,Middle
Argentina,"Rice, paddy",1998,47762,591,62397,17.23,Middle
Argentina,"Rice, paddy",1998,47762,591,62397,17.52,Middle
Argentina,Soybeans,1998,26937,591,62397,17.23,Middle
Argentina,Soybeans,1998,26937,591,62397,17.52,Middle
Argentina,Wheat,1998,26088,591,62397,17.23,Middle
Argentina,Wheat,1998,26088,591,62397,17.52,Middle
Argentina,Maize,1999,53702,591,62831.39,17.15,Middle
Argentina,Maize,1999,53702,591,62831.39,17.71,Middle
Argentina,Potatoes,1999,238938,591,62831.39,17.15,Middle
Argentina,Potatoes,1999,238938,591,62831.39,17.71,Middle
Argentina,"Rice, paddy",1999,57337,591,62831.39,17.15,Middle
Argentina,"Rice, paddy",1999,57337,591,62831.39,17.71,Middle
Argentina,Soybeans,1999,24450,591,62831.39,17.15,Middle
Argentina,Soybeans,1999,24450,591,62831.39,17.71,Middle
Argentina,Wheat,1999,23028,591,62831.39,17.15,Middle
Argentina,Wheat,1999,23028,591,62831.39,17.71,Middle
Argentina,Maize,2000,54329,591,63265.78,16.98,Middle
Argentina,Maize,2000,54329,591,63265.78,17.66,Middle
Argentina,Potatoes,2000,277566,591,63265.78,16.98,Middle
Argentina,Potatoes,2000,277566,591,63265.78,17.66,Middle
Argentina,"Rice, paddy",2000,47798,591,63265.78,16.98,Middle
Argentina,"Rice, paddy",2000,47798,591,63265.78,17.66,Middle
Argentina,Soybeans,2000,23312,591,63265.78,16.98,Middle
Argentina,Soybeans,2000,23312,591,63265.78,17.66,Middle
Argentina,Wheat,2000,24873,591,63265.78,16.98,Middle
Argentina,Wheat,2000,24873,591,63265.78,17.66,Middle
Argentina,Maize,2001,54553,591,63700.17,17.71,Middle
Argentina,Maize,2001,54553,591,63700.17,18.42,Middle
Argentina,Potatoes,2001,283768,591,63700.17,17.71,Middle
Argentina,Potatoes,2001,283768,591,63700.17,18.42,Middle
Argentina,"Rice, paddy",2001,57495,591,63700.17,17.71,Middle
Argentina,"Rice, paddy",2001,57495,591,63700.17,18.42,Middle
Argentina,Soybeans,2001,25846,591,63700.17,17.71,Middle
Argentina,Soybeans,2001,25846,591,63700.17,18.42,Middle
Argentina,Wheat,2001,24934,591,63700.17,17.71,Middle
Argentina,Wheat,2001,24934,591,63700.17,18.42,Middle
Argentina,Maize,2002,60791,591,64134.56,17.58,Middle
Argentina,Maize,2002,60791,591,64134.56,18.07,Middle
Argentina,Potatoes,2002,251347,591,64134.56,17.58,Middle
Argentina,Potatoes,2002,251347,591,64134.56,18.07,Middle
Argentina,"Rice, paddy",2002,57197,591,64134.56,17.58,Middle
Argentina,"Rice, paddy",2002,57197,591,64134.56,18.07,Middle
Argentina,Soybeans,2002,26304,591,64134.56,17.58,Middle
Argentina,Soybeans,2002,26304,591,64134.56,18.07,Middle
Argentina,Wheat,2002,22398,591,64134.56,17.58,Middle
Argentina,Wheat,2002,22398,591,64134.56,18.07,Middle
Argentina,Maize,2004,63931,591,65003.34,17.67,Middle
Argentina,Maize,2004,63931,591,65003.34,18.11,Middle
Argentina,Potatoes,2004,288717,591,65003.34,17.67,Middle
Argentina,Potatoes,2004,288717,591,65003.34,18.11,Middle
Argentina,"Rice, paddy",2004,62661,591,65003.34,17.67,Middle
Argentina,"Rice, paddy",2004,62661,591,65003.34,18.11,Middle
Argentina,Soybeans,2004,22075,591,65003.34,17.67,Middle
Argentina,Soybeans,2004,22075,591,65003.34,18.11,Middle
Argentina,Wheat,2004,25441,591,65003.34,17.67,Middle
Argentina,Wheat,2004,25441,591,65003.34,18.11,Middle
Argentina,Maize,2005,73587,591,65437.73,17.32,Middle
Argentina,Maize,2005,73587,591,65437.73,17.83,Middle
Argentina,Potatoes,2005,283917,591,65437.73,17.32,Middle
Argentina,Potatoes,2005,283917,591,65437.73,17.83,Middle
Argentina,"Rice, paddy",2005,60165,591,65437.73,17.32,Middle
Argentina,"Rice, paddy",2005,60165,591,65437.73,17.83,Middle
Argentina,Soybeans,2005,27287,591,65437.73,17.32,Middle
Argentina,Soybeans,2005,27287,591,65437.73,17.83,Middle
Argentina,Wheat,2005,26356,591,65437.73,17.32,Middle
Argentina,Wheat,2005,26356,591,65437.73,17.83,Middle
Argentina,Maize,2006,59030,591,65872.12,18.1,Middle
Argentina,Maize,2006,59030,591,65872.12,18.35,Middle
Argentina,Potatoes,2006,285828,591,65872.12,18.1,Middle
Argentina,Potatoes,2006,285828,591,65872.12,18.35,Middle
Argentina,"Rice, paddy",2006,70610,591,65872.12,18.1,Middle
Argentina,"Rice, paddy",2006,70610,591,65872.12,18.35,Middle
Argentina,Soybeans,2006,26793,591,65872.12,18.1,Middle
Argentina,Soybeans,2006,26793,591,65872.12,18.35,Middle
Argentina,Wheat,2006,25302,591,65872.12,18.1,Middle
Argentina,Wheat,2006,25302,591,65872.12,18.35,Middle
Argentina,Maize,2007,76655,591,81582.64,16.71,Middle
Argentina,Maize,2007,76655,591,81582.64,17.14,Middle
Argentina,Potatoes,2007,286765,591,81582.64,16.71,Middle
Argentina,Potatoes,2007,286765,591,81582.64,17.14,Middle
Argentina,"Rice, paddy",2007,65604,591,81582.64,16.71,Middle
Argentina,"Rice, paddy",2007,65604,591,81582.64,17.14,Middle
Argentina,Soybeans,2007,29712,591,81582.64,16.71,Middle
